order_id,customer_id,employee_id,order_date,status,region
263,480,3,2026-03-12,Completed,South
264,53,7,2025-11-14,Completed,South
265,214,15,2025-10-11,Completed,South
266,72,15,2026-05-18,Completed,East
267,22,7,2026-04-24,Completed,Central
268,34,10,2026-07-29,Completed,North
269,180,1,2026-07-21,Completed,East
270,400,24,2025-10-14,Completed,Central
271,428,12,2026-02-11,Completed,Central
272,308,24,2026-05-15,Completed,West
273,252,22,2025-10-18,Completed,Central
274,303,4,2025-11-01,Completed,South
275,143,25,2026-05-14,Completed,West
276,196,20,2025-11-04,Completed,Central
277,441,18,2026-07-06,Completed,North
278,351,18,2025-11-13,Completed,Central
279,183,14,2025-10-21,Completed,South
280,217,19,2025-10-30,Cancelled,East
281,104,16,2025-10-19,Completed,Central
282,294,13,2026-06-22,Completed,North
283,408,3,2025-11-06,Completed,East
284,265,6,2026-06-22,Completed,West
285,147,21,2026-03-30,Completed,Central
286,249,18,2025-12-18,Completed,North
287,490,14,2025-10-01,Completed,North
288,308,4,2026-05-31,Completed,Central
289,274,12,2025-09-12,Completed,West
290,480,5,2025-09-17,Completed,East
291,491,23,2026-07-25,Cancelled,North
292,469,15,2025-09-01,Completed,West
293,423,6,2026-04-21,Completed,East
294,206,7,2026-04-16,Completed,North
295,134,6,2026-02-09,Completed,East
296,77,3,2026-03-28,Completed,Central
297,67,14,2025-08-04,Completed,East
298,231,8,2026-05-25,Completed,West
299,171,8,2026-06-30,Cancelled,Central
300,68,3,2026-02-28,Completed,West
301,314,25,2025-08-18,Completed,West
302,94,2,2026-06-27,Completed,West
303,146,6,2026-02-05,Completed,East
304,472,3,2025-12-24,Completed,North
305,55,11,2026-03-31,Completed,West
306,487,15,2025-12-02,Cancelled,Central
307,92,8,2026-02-09,Completed,South
308,199,16,2026-07-16,Completed,West
309,477,16,2026-07-10,Completed,Central
310,339,24,2026-07-16,Completed,East
311,471,6,2026-03-13,Completed,Central
312,236,23,2026-07-05,Completed,Central
313,333,8,2025-11-16,Completed,Central
314,425,13,2026-02-08,Completed,North
315,306,24,2025-10-12,Pending,North
316,148,24,2026-05-25,Completed,West
317,240,5,2026-07-23,Completed,West
318,311,16,2026-02-16,Completed,West
319,10,12,2025-11-18,Completed,South
320,182,25,2026-01-03,Completed,Central
321,310,22,2025-10-27,Completed,West
322,313,4,2026-05-20,Completed,North
323,175,10,2026-03-13,Completed,East
324,162,13,2025-09-20,Completed,West
325,359,18,2025-08-23,Completed,East
326,358,12,2026-02-22,Completed,East
327,304,9,2026-06-08,Completed,East
328,25,25,2026-01-13,Completed,Central
329,382,19,2026-02-03,Completed,Central
330,67,16,2026-08-01,Completed,East
331,226,23,2026-02-28,Completed,West
332,488,4,2025-08-14,Completed,North
333,251,1,2026-02-13,Completed,North
334,232,11,2025-12-14,Completed,Central
335,344,15,2026-01-01,Completed,South
336,388,2,2026-07-02,Completed,West
337,441,17,2026-04-25,Completed,North
338,93,1,2026-05-30,Completed,North
339,193,4,2025-10-08,Completed,Central
340,487,4,2026-01-26,Completed,West
341,65,10,2025-09-17,Completed,North
342,307,9,2026-04-30,Pending,South
343,163,22,2026-02-19,Completed,West
344,5,22,2026-01-27,Completed,West
345,344,15,2025-12-02,Completed,West
346,357,1,2026-04-26,Completed,South
347,144,22,2025-08-05,Completed,Central
348,203,4,2025-08-06,Completed,West
349,117,17,2026-04-20,Completed,North
350,141,4,2025-10-22,Completed,East
351,33,21,2025-12-27,Completed,West
352,431,9,2026-03-15,Completed,South
353,392,4,2025-09-10,Completed,North
354,196,13,2025-12-06,Completed,West
355,233,13,2025-12-20,Completed,Central
356,182,14,2026-03-27,Completed,West
357,150,12,2026-07-02,Completed,South
358,440,2,2025-11-10,Completed,South
359,22,16,2025-10-13,Cancelled,South
360,4,12,2026-03-03,Completed,North
361,324,19,2025-11-12,Completed,North
362,467,4,2025-11-02,Completed,South
363,234,8,2025-11-14,Completed,South
364,163,20,2026-02-01,Pending,South
365,405,22,2026-03-28,Completed,Central
366,456,13,2025-12-13,Completed,East
367,227,8,2025-12-22,Completed,East
368,101,22,2025-10-12,Completed,East
369,388,21,2026-02-11,Completed,Central
370,108,16,2026-01-13,Completed,Central
371,108,15,2025-10-22,Completed,North
372,291,2,2026-01-11,Completed,East
373,274,13,2026-05-01,Completed,East
374,424,23,2026-05-21,Completed,South
375,200,7,2025-12-24,Completed,East
376,235,9,2025-12-21,Completed,South
377,252,15,2026-06-29,Completed,North
378,358,19,2026-01-04,Completed,North
379,150,22,2025-11-18,Completed,South
380,189,3,2026-01-24,Completed,East
381,23,15,2025-10-10,Completed,West
382,204,2,2026-03-11,Completed,South
383,281,22,2025-09-21,Completed,West
384,64,18,2026-03-13,Completed,North
385,393,7,2026-04-25,Completed,South
386,33,8,2025-10-29,Completed,South
387,168,11,2026-06-14,Completed,Central
388,112,14,2025-09-09,Completed,West
389,356,5,2026-05-08,Completed,East
390,120,1,2025-11-14,Completed,North
391,390,2,2026-06-10,Completed,West
392,73,7,2025-11-01,Completed,Central
393,218,6,2026-03-05,Completed,East
394,465,10,2026-01-16,Completed,Central
395,203,24,2026-06-30,Completed,East
396,179,17,2025-12-27,Completed,East
397,340,6,2025-10-17,Completed,North
398,42,17,2025-09-27,Completed,South
399,386,24,2026-06-08,Completed,Central
400,384,13,2026-05-15,Completed,South
401,69,7,2025-09-29,Completed,North
402,142,3,2026-02-01,Completed,South
403,4,13,2026-06-10,Completed,East
404,206,24,2025-08-05,Completed,North
405,446,16,2025-10-09,Completed,South
406,100,23,2026-01-12,Completed,Central
407,459,15,2026-02-12,Completed,Central
408,338,23,2025-09-23,Completed,North
409,113,24,2026-07-14,Completed,North
410,377,24,2026-06-27,Completed,Central
411,32,19,2026-04-03,Completed,West
412,146,5,2026-02-18,Completed,East
413,294,16,2026-02-25,Completed,West
414,439,16,2026-05-08,Completed,South
415,406,19,2025-12-02,Completed,East
416,248,10,2026-06-02,Completed,South
417,431,6,2026-02-06,Completed,West
418,174,19,2025-11-26,Pending,West
419,6,4,2025-11-07,Completed,West
420,294,16,2026-03-08,Completed,North
421,11,13,2026-07-01,Completed,Central
422,386,2,2026-03-10,Pending,Central
423,484,22,2025-08-20,Completed,North
424,296,16,2026-01-03,Completed,East
425,184,9,2025-09-09,Completed,West
426,347,14,2026-04-27,Completed,North
427,162,14,2025-10-04,Completed,Central
428,497,8,2025-08-25,Pending,North
429,93,12,2025-10-24,Completed,West
430,240,17,2026-06-14,Completed,West
431,85,19,2025-11-08,Completed,East
432,486,14,2026-02-03,Cancelled,South
433,269,8,2026-06-23,Completed,South
434,468,22,2026-04-03,Completed,North
435,476,21,2025-09-08,Completed,North
436,211,4,2026-01-23,Completed,East
437,102,4,2026-05-18,Completed,South
438,137,4,2025-12-09,Completed,West
439,393,22,2025-11-10,Completed,East
440,127,20,2025-12-20,Completed,South
441,415,4,2025-12-19,Completed,South
442,219,21,2026-03-07,Completed,East
443,127,11,2026-03-06,Completed,North
444,466,20,2026-07-29,Completed,East
445,343,1,2026-06-12,Completed,South
446,39,18,2025-11-10,Completed,West
447,496,5,2025-12-13,Completed,Central
448,311,9,2025-08-09,Completed,South
449,133,10,2026-01-08,Completed,East
450,453,9,2025-09-18,Completed,North
451,485,23,2025-12-16,Completed,South
452,113,11,2026-07-04,Completed,West
453,97,19,2026-04-22,Cancelled,South
454,385,1,2026-03-25,Completed,West
455,457,15,2025-10-18,Completed,West
456,279,10,2026-03-14,Completed,West
457,219,13,2026-03-13,Completed,East
458,53,10,2026-04-11,Completed,East
459,458,22,2026-04-11,Completed,East
460,399,21,2026-02-27,Completed,West
461,66,6,2025-10-08,Completed,West
462,197,3,2026-06-01,Completed,Central
463,283,14,2025-11-20,Completed,South
464,218,12,2025-12-17,Completed,Central
465,16,5,2025-12-06,Completed,South
466,228,21,2026-04-20,Completed,South
467,83,1,2026-02-16,Completed,West
468,95,24,2026-02-07,Completed,North
469,109,20,2026-05-29,Completed,East
470,124,9,2026-05-15,Pending,Central
471,25,11,2026-01-22,Cancelled,North
472,162,25,2026-07-13,Completed,South
473,454,21,2025-09-01,Pending,South
474,494,17,2025-12-27,Pending,Central
475,281,3,2026-03-28,Completed,East
476,250,2,2025-11-21,Completed,West
477,135,22,2026-01-29,Completed,North
478,149,13,2026-04-04,Completed,North
479,419,15,2025-09-27,Completed,North
480,163,11,2026-07-05,Completed,West
481,139,9,2025-10-06,Completed,North
482,133,6,2026-04-07,Completed,West
483,215,16,2026-06-11,Completed,South
484,76,16,2026-07-28,Completed,West
485,357,18,2025-12-11,Completed,South
486,155,10,2026-01-12,Completed,North
487,481,4,2026-04-04,Completed,North
488,255,24,2026-03-27,Cancelled,North
489,115,17,2026-03-12,Completed,East
490,172,6,2026-01-06,Pending,South
491,201,25,2026-06-27,Completed,South
492,376,5,2026-07-20,Completed,East
493,53,4,2025-08-29,Cancelled,North
494,108,22,2025-09-01,Completed,East
495,475,4,2025-10-03,Completed,Central
496,71,8,2025-12-13,Completed,South
497,179,23,2025-10-29,Completed,West
498,383,9,2025-12-01,Completed,Central
499,424,21,2025-12-03,Completed,North
500,120,18,2026-04-12,Completed,Central
501,367,20,2025-11-23,Completed,West
502,26,16,2026-05-04,Completed,East
503,207,2,2025-11-13,Cancelled,North
504,53,1,2026-03-25,Completed,North
505,462,12,2026-04-09,Pending,North
506,212,21,2026-01-02,Completed,Central
507,332,24,2025-11-15,Completed,North
508,107,19,2026-07-12,Completed,East
509,449,4,2026-01-21,Completed,West
510,232,12,2026-06-01,Completed,Central
511,375,14,2026-07-03,Completed,West
512,128,4,2026-08-01,Completed,North
513,208,13,2025-12-21,Completed,East
514,86,6,2026-05-19,Completed,South
515,1,16,2026-03-17,Completed,North
516,397,4,2026-02-20,Completed,East
517,132,22,2026-01-23,Completed,West
518,296,24,2026-01-09,Completed,North
519,142,10,2025-10-05,Completed,Central
520,256,22,2025-10-12,Completed,South
521,8,15,2026-06-29,Completed,Central
522,181,22,2025-08-10,Completed,South
523,491,25,2025-09-19,Completed,North
524,224,22,2026-05-11,Completed,South
525,427,14,2025-11-01,Completed,West
526,240,12,2026-04-16,Completed,West
527,433,13,2025-11-07,Completed,North
528,171,20,2026-05-17,Completed,Central
529,300,22,2026-05-01,Completed,North
530,267,4,2026-05-20,Completed,West
531,420,8,2025-09-02,Completed,Central
532,201,13,2025-10-22,Completed,West
533,200,1,2025-10-05,Completed,Central
534,181,21,2026-01-03,Completed,South
535,35,2,2025-09-11,Completed,South
536,348,16,2025-09-08,Completed,South
537,324,1,2025-08-26,Completed,West
538,147,8,2026-07-31,Completed,West
539,3,12,2026-07-09,Completed,North
540,321,13,2026-02-01,Completed,South
541,27,20,2026-03-02,Completed,South
542,216,9,2025-08-22,Completed,North
543,289,20,2025-08-12,Completed,North
544,455,18,2026-05-28,Cancelled,East
545,351,24,2026-01-03,Completed,North
546,219,18,2026-02-21,Completed,North
547,117,14,2026-05-26,Completed,North
548,460,8,2025-09-03,Completed,East
549,431,17,2025-09-11,Completed,Central
550,333,25,2025-11-11,Pending,North
551,338,14,2026-03-30,Completed,East
552,291,25,2025-10-01,Completed,West
553,429,9,2025-09-03,Completed,North
554,481,3,2026-04-13,Completed,Central
555,120,4,2026-07-29,Completed,Central
556,117,2,2026-07-11,Pending,North
557,191,22,2025-12-31,Completed,West
558,77,19,2025-11-30,Completed,South
559,402,19,2025-10-30,Cancelled,West
560,376,14,2025-11-06,Completed,Central
561,210,12,2026-05-15,Completed,Central
562,230,14,2025-11-20,Completed,South
563,175,11,2026-01-21,Completed,West
564,396,7,2026-04-02,Completed,North
565,221,1,2025-09-20,Pending,South
566,365,10,2025-09-21,Completed,East
567,487,15,2026-02-22,Completed,West
568,119,10,2026-06-23,Completed,Central
569,316,11,2025-10-07,Completed,South
570,454,6,2025-08-13,Cancelled,East
571,277,18,2025-08-15,Completed,North
572,152,4,2026-04-16,Completed,West
573,143,24,2025-12-18,Pending,North
574,142,15,2026-07-02,Completed,North
575,449,3,2026-07-23,Completed,South
576,307,12,2025-12-06,Completed,North
577,15,10,2026-07-03,Completed,West
578,373,8,2026-02-02,Completed,North
579,370,1,2026-01-30,Completed,East
580,376,8,2026-07-06,Completed,North
581,22,6,2026-02-27,Completed,South
582,361,25,2026-07-31,Completed,Central
583,296,16,2025-11-15,Completed,North
584,204,25,2026-03-03,Completed,West
585,483,16,2026-01-21,Completed,South
586,407,16,2025-09-23,Completed,South
587,269,16,2026-04-29,Completed,Central
588,191,19,2026-02-27,Completed,Central
589,475,24,2025-10-09,Completed,West
590,356,4,2026-03-19,Completed,North
591,104,3,2026-03-22,Completed,South
592,74,6,2026-01-26,Completed,East
593,163,17,2026-04-04,Completed,South
594,287,15,2026-05-19,Completed,East
595,6,7,2026-04-05,Completed,South
596,141,21,2026-07-08,Pending,North
597,243,24,2026-03-09,Completed,North
598,345,11,2026-01-17,Cancelled,Central
599,257,5,2026-02-21,Completed,West
600,175,15,2026-04-07,Completed,North
601,462,7,2026-04-07,Completed,West
602,103,6,2026-02-25,Completed,West
603,80,18,2025-11-30,Completed,West
604,191,19,2026-07-20,Completed,North
605,415,20,2025-12-14,Completed,West
606,489,19,2026-02-05,Completed,South
607,411,12,2026-02-27,Completed,West
608,52,16,2025-10-29,Completed,South
609,92,25,2026-06-10,Completed,East
610,109,10,2025-09-05,Completed,West
611,376,4,2026-01-20,Completed,North
612,231,17,2025-11-29,Completed,East
613,363,19,2025-12-22,Completed,Central
614,393,1,2026-01-09,Completed,East
615,317,8,2025-11-10,Completed,North
616,316,17,2025-10-01,Completed,South
617,237,20,2025-11-27,Completed,South
618,176,11,2025-08-06,Completed,West
619,288,12,2025-08-02,Completed,Central
620,346,15,2026-02-21,Completed,Central
621,392,1,2026-06-14,Completed,West
622,393,25,2026-05-23,Completed,East
623,474,15,2026-06-27,Cancelled,South
624,298,21,2025-09-23,Pending,West
625,308,21,2025-12-13,Completed,South
626,309,15,2025-11-21,Completed,West
627,4,24,2026-01-31,Completed,West
628,214,9,2026-02-25,Completed,Central
629,87,12,2025-08-05,Completed,South
630,305,2,2026-04-26,Completed,East
631,325,10,2026-07-26,Completed,East
632,265,13,2026-02-09,Completed,South
633,116,10,2026-05-22,Completed,East
634,187,22,2026-02-03,Completed,North
635,274,24,2025-11-26,Completed,North
636,117,8,2025-08-05,Completed,West
637,454,15,2026-05-26,Completed,Central
638,248,17,2026-01-16,Pending,East
639,261,16,2026-06-07,Completed,North
640,475,20,2025-11-23,Completed,South
641,490,17,2026-03-21,Completed,West
642,29,14,2025-10-30,Completed,South
643,287,24,2026-06-07,Completed,Central
644,370,19,2025-08-04,Pending,North
645,167,25,2026-03-02,Completed,South
646,403,23,2025-12-25,Pending,East
647,72,4,2025-10-14,Completed,West
648,290,3,2026-01-08,Completed,Central
649,420,14,2026-07-10,Completed,East
650,116,11,2026-03-07,Completed,South
651,484,2,2026-01-18,Completed,North
652,120,7,2026-01-02,Completed,West
653,64,3,2025-11-07,Completed,Central
654,213,7,2025-10-04,Pending,Central
655,205,4,2026-05-06,Completed,East
656,332,11,2026-05-15,Completed,South
657,72,23,2026-04-09,Completed,North
658,321,12,2025-12-31,Completed,North
659,460,8,2026-06-19,Completed,North
660,460,18,2025-12-26,Completed,Central
661,413,5,2025-10-26,Completed,North
662,169,23,2025-11-12,Completed,Central
663,325,2,2025-09-01,Completed,East
664,233,20,2026-01-12,Completed,North
665,176,25,2026-04-01,Completed,East
666,262,7,2025-11-03,Completed,South
667,410,18,2026-02-18,Completed,Central
668,486,13,2026-05-25,Completed,Central
669,492,3,2026-06-08,Completed,South
670,414,8,2026-07-21,Completed,West
671,390,11,2026-03-28,Completed,Central
672,242,8,2026-06-11,Completed,North
673,53,3,2026-04-28,Pending,East
674,249,8,2026-04-24,Completed,Central
675,310,14,2025-11-15,Completed,North
676,15,24,2025-11-20,Completed,East
677,400,6,2026-04-10,Completed,East
678,249,12,2026-05-17,Completed,East
679,204,20,2026-02-24,Completed,North
680,182,13,2026-06-12,Cancelled,North
681,80,22,2025-11-14,Completed,South
682,285,18,2026-01-09,Completed,South
683,127,18,2025-10-14,Completed,Central
684,287,15,2026-06-29,Completed,East
685,449,17,2025-08-28,Completed,Central
686,92,6,2025-10-11,Completed,West
687,294,23,2025-09-24,Completed,West
688,42,11,2025-11-22,Completed,Central
689,192,3,2025-09-13,Completed,Central
690,457,15,2026-04-06,Completed,West
691,350,6,2026-01-25,Completed,North
692,31,16,2026-03-29,Completed,Central
693,54,11,2026-01-24,Completed,West
694,198,7,2025-11-15,Pending,North
695,105,16,2026-05-01,Completed,Central
696,417,11,2026-03-31,Pending,South
697,217,22,2026-02-09,Completed,East
698,462,16,2025-10-13,Completed,East
699,356,13,2025-12-04,Completed,East
700,56,4,2025-08-09,Completed,West
701,74,15,2025-09-30,Completed,Central
702,172,22,2025-08-21,Completed,West
703,54,22,2026-02-25,Completed,North
704,280,3,2025-08-10,Completed,West
705,231,24,2025-10-13,Completed,Central
706,115,5,2025-09-10,Completed,South
707,117,13,2025-11-19,Completed,East
708,173,11,2025-11-14,Completed,Central
709,154,25,2025-09-19,Completed,South
710,126,24,2026-05-06,Completed,West
711,5,2,2026-01-19,Completed,East
712,149,10,2026-05-11,Completed,South
713,317,14,2025-08-05,Completed,West
714,451,13,2025-10-31,Completed,South
715,70,20,2025-09-06,Completed,South
716,87,12,2025-09-29,Completed,East
717,389,22,2025-08-07,Completed,East
718,438,14,2026-02-09,Completed,South
719,39,6,2025-10-25,Completed,Central
720,236,21,2025-12-12,Completed,North
721,26,23,2026-01-12,Completed,Central
722,254,20,2025-12-01,Completed,Central
723,295,7,2026-06-03,Completed,North
724,117,6,2026-06-08,Completed,Central
