order_line_id,order_id,product_id,quantity,unit_price
e8d09274,30,80,2,26.66
7613bdfe,30,40,9,269.82
2b7b4295,30,17,5,312.14
5c4efbf2,31,30,8,230.06
8687e63c,32,3,3,217.43
41274226,32,133,5,512.38
05c2d785,33,86,7,79.11
67b922dc,34,93,1,85.6
9bb9719f,35,30,4,
fad9cca2,35,4,4,39.86
6bcf9a3e,35,39,3,547.33
cd12f7eb,36,107,6,235.92
0152b44c,36,96,2,548.63
092a6abd,36,46,4,35.41
077835a2,36,103,2,560.59
07d535ec,37,3,6,217.43
5172c304,37,78,10,321.17
c89c9538,37,127,4,105.14
75895491,38,7,4,588.01
f3746755,38,3,-6,217.43
ae5f9dd4,39,61,7,353.88
13c49cc1,39,37,5,659.37
0ef8e126,39,134,7,411.75
65526c83,40,35,7,227.38
2a968800,41,81,7,197.74
2dcba0af,41,82,8,336.54
42cd4ca7,42,43,8,143.8
fbb38adc,42,138,6,347.46
384ef18e,42,79,8,289.74
19f8ff5b,42,41,5,135.18
15fe0e5d,42,11,4,175.83
f513099a,43,132,1,313.92
0071597b,43,45,1,25.51
5f09eaaf,44,27,3,304.08
0e75df92,44,57,3,45.96
3e9c54cb,44,22,10,224.4
9190b14c,44,20,1,602.66
50e06da0,44,114,3,112.98
696489c5,45,13,3,343.78
3ff5a5db,46,45,6,25.51
21dfb1c2,46,72,8,232.02
0901ffaf,46,63,5,158.85
a68a1080,46,123,1,476.54
84afcb1b,47,5,7,84.34
2b043f17,47,140,8,94.52
b534a6fe,47,83,7,264.39
005771f5,47,57,1,45.96
7d73453b,47,15,8,440.74
80763455,48,69,9,130.35
2cadf0c4,49,91,3,390.95
12ebf43a,49,92,10,118.2
9755cf94,50,127,9,105.14
b19ea719,50,24,1,276.31
9e301ff1,50,135,-8,156.85
437e3314,50,52,3,635.0
6c17d191,50,83,1,264.39
75bb21ee,51,19,6,385.52
89a053dd,52,41,7,135.18
da228698,52,82,3,336.54
b2000d72,52,92,4,118.2
a7252230,53,147,7,355.47
a10a2b92,53,146,1,375.4
8f22c62e,53,57,10,45.96
8b4f9d51,54,43,2,143.8
14814524,55,64,2,319.78
6d8e7374,55,1,1,247.17
56f2a8b6,55,43,7,143.8
c4e40d1f,55,140,7,94.52
d38fbab3,56,9,5,306.24
496ae487,56,27,2,304.08
7a3a1aa1,57,87,10,414.86
f14edb75,58,112,3,209.57
90ac7b72,58,49,7,234.47
419fca03,58,139,5,562.91
6b681560,58,25,1,302.2
449de90d,59,23,5,131.11
a99a2bb4,60,75,2,110.22
239dd97a,61,24,9,276.31
80153e30,61,98,6,598.38
8bd7066b,61,113,8,576.51
aac23420,61,145,1,173.53
04b92b87,62,59,9,333.45
045bedff,62,134,7,411.75
d08a19d6,62,122,10,206.63
88387af7,63,147,10,355.47
b1920378,64,33,1,34.52
b0948c89,64,112,4,209.57
49edb9f2,65,23,7,131.11
79052d96,65,71,9,485.03
3aef698d,65,134,7,411.75
7bcf9cd5,66,28,10,211.7
f17a61b8,66,138,6,347.46
9aba06a6,66,125,10,495.37
6e59a78e,66,71,7,485.03
cfc25e16,66,103,1,560.59
1ba481c2,67,96,1,548.63
b45df953,68,59,3,333.45
1f340276,68,83,5,264.39
09331f06,68,23,4,131.11
a33f7617,68,105,8,27.25
703c699d,69,80,9,26.66
e7584fd1,69,135,10,156.85
faa877ed,69,52,1,635.0
bb741abd,69,93,4,85.6
b355f01c,69,130,7,366.73
07cd9507,70,46,8,35.41
85c6132d,70,42,5,217.34
47c8a3d9,70,73,1,189.8
39bc66a3,71,53,5,350.56
11e9901d,71,3,8,217.43
f915a75f,72,71,7,485.03
9a33ea17,72,118,5,199.93
50589973,73,131,6,156.26
7935bf47,73,73,5,189.8
9ac06429,73,87,5,414.86
1f745486,73,67,5,144.67
93ec357c,74,36,1,583.1
eb4e5475,74,67,7,144.67
caf647af,74,150,10,192.44
88d05236,74,57,9,45.96
2e136b2c,74,92,9,118.2
6bd3bea0,75,33,5,34.52
2cf0a7d8,75,47,6,256.73
715f494c,76,96,5,548.63
63a4ba11,76,31,8,100.15
d1d55046,76,149,10,234.87
802c1deb,77,14,3,613.39
1320d5bc,77,105,10,27.25
575df0cd,77,37,6,659.37
37c4ac93,77,21,8,210.5
70c183d6,78,54,3,76.52
e2c85773,79,110,7,431.46
5600fc54,80,4,6,39.86
e0e3c1e5,80,5,1,84.34
3718933d,80,89,5,164.35
f8727a24,80,79,3,289.74
057b5516,80,75,8,110.22
f7103205,81,92,4,118.2
fa4f1537,81,104,1,112.88
48a91aaa,82,32,6,505.23
4fcf8a98,83,13,10,343.78
46f4d54a,83,6,1,94.32
bfbd1d1e,83,98,2,598.38
11650ad7,84,134,5,411.75
5c2cf47f,85,73,2,189.8
7dbfcb4d,85,52,5,635.0
c854ba21,85,92,7,118.2
3b417689,85,128,4,248.41
94d012a8,85,61,1,353.88
af6986fc,86,131,2,156.26
38e19066,86,66,4,41.73
cb796efc,86,68,8,25.46
4eabb5bc,86,11,5,175.83
b9dc93a6,87,3,3,217.43
c3a4ed18,88,96,6,548.63
5aff2ce8,88,117,5,143.81
7e6ba152,88,123,7,476.54
a76ff2ee,88,29,3,489.96
72eef45b,88,41,2,135.18
cfa42d74,89,92,10,118.2
fa8a77d7,89,34,8,457.44
fa14d467,89,106,8,13.38
88cebc5d,89,81,1,197.74
34208492,90,87,9,414.86
c2e96b6e,90,25,7,302.2
e611c22f,90,89,7,164.35
197fe95c,90,14,1,613.39
4b766a64,90,121,8,563.05
8858aba7,91,13,9,343.78
25138e83,91,104,4,112.88
f621a4cc,92,81,2,197.74
f782612a,93,141,1,350.19
28fd9139,93,78,9,321.17
fca9667d,93,117,6,143.81
2cfcd0ae,93,58,8,504.47
e60442a5,94,25,-4,302.2
59631b68,94,75,9,110.22
3528d42b,94,12,3,249.75
3d738922,95,51,4,114.5
bbcdd20b,95,56,8,237.91
afd8d37a,95,87,2,414.86
42ba0717,95,32,8,505.23
667a0b40,96,142,7,409.18
ca3c3cb6,96,131,3,156.26
21c67cf4,96,33,2,34.52
99cb6d90,96,83,9,264.39
8e6b29ac,97,76,8,272.25
296f1385,97,132,5,313.92
d1c29979,98,54,10,76.52
7bf81055,98,34,3,457.44
7a4c5ac1,98,83,2,264.39
edcc68a4,98,150,10,192.44
66771a93,98,137,5,514.29
6ff1c25c,99,14,1,613.39
d2b2a635,100,76,4,272.25
3da4a643,100,116,2,353.96
73f36116,100,144,4,111.39
518f1878,101,98,7,598.38
48c96eb0,101,81,9,197.74
d7518cf1,101,52,10,635.0
ed2c9458,102,51,4,114.5
f5d5ee27,102,20,3,602.66
49988e39,102,31,7,100.15
15eec857,103,2,6,616.23
86e8dcee,103,11,3,175.83
6aa87464,104,126,10,63.86
9f1d0775,104,82,9,336.54
f5d5743b,104,18,9,172.05
427a0ccc,104,104,2,112.88
51d68012,104,85,6,300.34
4b46cae7,105,3,2,217.43
79c1144a,105,63,1,158.85
ad4916d7,105,30,7,230.06
804b7c2e,105,7,9,588.01
81c43063,105,131,8,156.26
8bb47774,106,43,9,143.8
28489c2b,106,54,4,76.52
674c82b7,106,27,4,304.08
0539a680,107,40,1,269.82
f6abb1d4,107,23,2,131.11
9a52b1c7,107,143,2,485.74
0873a45d,107,67,7,144.67
fd073916,108,137,1,514.29
c24d8df9,109,92,9,118.2
4c2cd4c2,109,78,10,321.17
6816f3ab,109,113,7,576.51
3c80380e,109,122,3,206.63
3c148a9d,109,101,9,149.65
4e5ac084,110,142,9,409.18
bc535f87,110,147,10,355.47
b40c161f,110,22,5,224.4
edd1a94f,111,37,3,659.37
1edf3768,111,65,4,82.75
f392d0d4,112,19,5,385.52
21bb8d29,112,51,10,114.5
eb0f2466,112,33,4,34.52
c4c64f10,112,50,6,447.11
99d693c2,112,79,10,289.74
b16d5f13,113,64,4,319.78
f21cd65d,113,71,6,485.03
336a867a,113,123,8,476.54
8530567c,113,125,9,495.37
6753c18c,114,68,2,25.46
eed62c78,114,130,1,366.73
095b3a89,115,67,9,144.67
1a190752,115,39,6,547.33
8aad5df3,116,131,2,156.26
e2a73944,116,62,10,663.53
b6acf5de,116,36,8,583.1
fb182c86,117,92,1,118.2
646b99f6,117,17,5,312.14
1395e9c9,118,12,1,249.75
c7c65af8,118,134,5,411.75
c2ec4903,118,140,10,94.52
c76e0265,119,58,9,504.47
7048fe20,120,129,3,254.73
47e7e134,120,132,5,313.92
c5709bb1,120,93,10,85.6
2e88d6e7,120,59,7,333.45
c5dfdda6,121,42,7,217.34
fa4a068f,121,147,10,355.47
5e6d6d34,121,11,10,175.83
85725d7e,121,47,9,256.73
9963bd8f,122,22,4,224.4
3d28f149,123,37,10,659.37
58e075f6,123,131,5,156.26
0fd8b40f,124,97,7,
92082931,124,134,9,411.75
c38e0d49,124,25,3,302.2
567933a6,124,10,9,321.2
3d3edf4c,124,124,3,476.13
4cb9de1e,125,12,9,249.75
53bf8660,125,124,7,476.13
0c200dce,125,148,2,325.19
44da3ea8,125,60,2,341.45
34461cab,126,148,9,
d52408ed,126,53,6,350.56
2f154f40,127,109,10,662.43
0be541d4,127,102,4,451.88
25367d29,127,124,3,476.13
c570001a,127,65,5,82.75
0189ef76,127,102,3,451.88
78ae770b,128,26,4,269.03
46bbd308,128,141,10,350.19
686c9782,128,42,7,
d6382434,128,24,3,276.31
1d668d75,129,10,7,321.2
d69a1296,129,134,5,411.75
4c7f4898,129,45,8,25.51
89cd0e92,130,131,9,156.26
1dc6fa4d,130,10,6,
9139f510,130,41,2,135.18
1af25f8f,131,133,1,512.38
88a36284,131,24,9,276.31
186be300,131,150,6,192.44
410f7f1f,131,58,10,504.47
26a85b62,132,130,2,366.73
1eaf235f,133,148,5,325.19
aad5ac0d,133,145,8,173.53
74665983,133,118,8,199.93
4678a8e5,133,124,2,476.13
544d774f,133,57,4,45.96
43eb1165,134,64,5,319.78
887ebb46,134,88,2,366.29
f396beb4,134,81,6,197.74
25355175,134,47,4,256.73
7837a3db,134,62,5,663.53
a1788d13,135,31,2,100.15
9904be53,135,2,9,616.23
9d8b5d4a,135,96,10,548.63
c517b23d,136,72,7,232.02
dd86ae3c,136,14,9,613.39
45feb496,136,139,1,562.91
b7527625,137,133,8,
fb65aeee,137,54,7,76.52
58505319,138,69,8,130.35
4f12c271,138,48,8,120.58
9bb67545,139,116,3,353.96
294af063,139,59,2,333.45
398c9f2d,139,143,7,485.74
f5bc98c8,140,46,7,35.41
78d7437a,140,133,9,512.38
2cdbd123,141,102,2,451.88
a51f2918,141,66,8,41.73
5ef9a607,141,86,5,79.11
ad059efc,141,66,6,41.73
ebecc135,141,51,10,114.5
d8af8b05,142,125,8,495.37
cc99f169,142,74,8,309.82
848ad045,142,43,6,143.8
c8f79279,143,81,6,197.74
f565ba3d,144,93,10,85.6
98ea86b8,144,43,3,143.8
b1f539ff,144,61,5,353.88
2891df93,144,21,4,210.5
873000c8,145,135,2,156.85
d09cf667,145,22,7,224.4
f1b8510c,145,73,8,189.8
e843b9ca,145,44,1,595.46
28e6b1ad,145,84,8,230.04
9e970b74,146,46,10,35.41
c1b86574,146,145,7,173.53
0ca0714e,146,80,6,26.66
37e75c96,146,23,8,131.11
8886be1f,146,40,5,269.82
242ed7ce,147,3,8,217.43
24d2606c,147,3,7,217.43
fab77aee,147,2,9,616.23
8e21bf5e,148,97,4,356.16
5dd8fea8,148,62,9,663.53
4a14de94,148,70,5,205.03
3846971c,148,69,7,130.35
ce6d71df,149,116,5,353.96
feb22137,150,6,3,94.32
39c6a323,150,33,8,34.52
f0569f7d,151,80,8,26.66
e2241fa2,151,9,6,306.24
904e88b7,151,38,1,323.52
df9cb302,151,140,8,94.52
ffd88b0e,152,99,8,155.1
72420978,153,122,7,206.63
9652f426,154,134,2,411.75
7e71043b,155,29,4,489.96
6cc10f32,156,3,1,217.43
ba746a1a,156,40,6,269.82
36464a68,156,128,2,248.41
31b5acbe,156,16,1,112.75
d9f4e864,156,138,2,347.46
6e97bd69,157,50,1,447.11
685205d1,157,35,5,227.38
f50a6053,157,113,9,576.51
82dbab94,158,120,5,32.84
ef7526b8,158,142,3,409.18
af3a8400,159,130,7,366.73
d8946930,159,94,10,266.93
52de6619,159,138,7,347.46
8ea874a9,159,142,3,409.18
ecf92f55,159,83,2,264.39
908aea52,160,28,8,211.7
98bbff7b,160,100,8,499.43
b610f524,161,4,4,39.86
0f3abeda,161,21,8,210.5
77ee931b,161,143,7,485.74
fa39d7f3,162,78,2,321.17
522dae69,162,25,2,302.2
9a887509,162,49,4,234.47
d55e31be,163,28,10,211.7
c66bd755,163,110,2,431.46
6f17862e,163,103,9,560.59
6b85329c,163,114,6,112.98
8ff7466d,163,84,6,230.04
a286889b,164,140,4,94.52
7da38706,164,66,6,41.73
10acae56,164,102,1,451.88
b9ddd6b0,165,2,5,616.23
c6e63d42,165,81,1,197.74
f1fcaa85,165,71,9,485.03
a68c2798,165,147,3,355.47
46c095ec,165,40,3,269.82
08122919,166,147,7,355.47
7764cb57,166,20,6,602.66
11afa40c,166,148,2,325.19
3b312e47,167,86,6,79.11
267edbcb,167,31,4,100.15
33a15caa,167,3,7,217.43
9c82bedc,167,82,9,336.54
1a2e2c70,168,115,10,317.48
6b8d20d7,168,111,5,522.96
7ce27c35,169,141,7,350.19
25f3eaba,169,112,3,209.57
3e012b97,169,51,8,114.5
46e0756a,169,144,10,111.39
564fc270,170,148,2,325.19
4461b24c,170,94,6,266.93
a890714c,170,7,5,588.01
5b311d89,171,60,4,341.45
477e0d27,171,22,2,224.4
97d6ae26,171,38,5,323.52
d32abc11,171,29,5,489.96
fe212c71,171,54,9,76.52
4c4638fd,172,5,7,84.34
d8e92674,172,12,5,249.75
ef1f3926,172,70,1,205.03
33ffd5ff,172,18,7,172.05
38de998f,172,93,2,85.6
0acec4dc,173,26,6,269.03
d42a0b64,173,23,3,131.11
2a1f19e7,174,79,6,289.74
b6057371,175,61,9,353.88
2cd785cc,175,66,7,41.73
28dc336f,175,8,9,62.66
97f52b3f,176,134,10,411.75
2a4203b3,176,107,4,235.92
9d7b4390,177,53,3,350.56
77fb0af8,177,52,3,635.0
aa3bcaea,177,135,3,156.85
c0d8b860,178,18,9,172.05
f392171f,178,48,6,120.58
2e669d0a,178,8,6,62.66
df2e4999,178,106,5,13.38
035728fe,178,71,3,485.03
6c4a818c,179,146,10,375.4
a1da01a4,179,7,6,588.01
47035945,179,35,9,227.38
4d894d73,179,96,3,548.63
5cfdd220,179,36,3,583.1
f35dd423,180,52,4,635.0
0a4efc75,180,113,10,576.51
243f91b5,180,118,4,199.93
cc674025,181,147,10,355.47
73d78cf5,181,10,9,321.2
f4dff864,181,11,4,175.83
f7e370c9,181,11,9,175.83
1d183d90,182,78,5,321.17
76a49a46,182,14,9,613.39
1c674641,183,47,10,256.73
5c734b08,184,46,8,35.41
20ba2edb,184,52,8,635.0
3bc07579,184,42,2,217.34
af0ba2ff,184,93,2,85.6
80e74082,185,141,7,350.19
c57603ca,185,86,10,79.11
d98cb543,185,42,3,217.34
ce439b58,185,108,5,409.77
e27e9a05,185,115,5,317.48
4c85f515,186,4,8,39.86
4927280f,187,56,10,237.91
a7027b21,187,114,2,
a8a41508,187,141,5,350.19
66f18ac5,187,54,1,76.52
6f07b56a,187,90,1,25.09
7954d63b,188,13,2,343.78
6aefcbbd,188,73,10,189.8
6d33c5cd,188,147,9,355.47
b31cf780,189,83,6,264.39
168d1ad5,190,35,2,227.38
20c204f9,190,135,7,156.85
8231ba29,190,15,2,440.74
7db16c2b,190,136,2,276.4
4dca7142,190,74,7,309.82
b4d105ad,191,145,8,173.53
ab6f580c,191,127,3,105.14
2c37886b,191,75,-4,110.22
bcb81b9a,191,31,4,100.15
dec07e9e,191,106,1,13.38
50dd44a8,192,66,2,41.73
14100092,193,88,7,366.29
56eea78d,194,123,8,476.54
3aae458b,194,124,3,476.13
f87a76ea,195,15,9,440.74
01726aac,195,81,9,197.74
4a85f208,195,85,6,300.34
24c1d21b,195,8,6,62.66
b58406f3,196,30,5,230.06
d64f3be0,196,9,5,306.24
6b880d22,196,61,6,353.88
64b73ccd,196,56,9,237.91
e2ef362d,196,10,4,321.2
64d626a9,197,124,9,476.13
322bfb2b,197,26,9,269.03
b990c08c,197,10,8,321.2
b791ffdb,197,30,1,230.06
858537af,197,23,6,131.11
12a09a75,198,54,6,76.52
b898c31f,198,137,6,514.29
bb8b6011,198,70,3,205.03
97f278e5,199,139,6,562.91
577e2843,199,73,10,189.8
bb26f617,199,87,9,414.86
4671bfbb,199,121,1,563.05
54199703,199,110,7,431.46
ad2e3881,200,86,4,79.11
2fbcf540,200,137,2,514.29
52f23dfe,200,120,10,32.84
b656cf32,200,120,2,32.84
ececbfe0,201,37,10,659.37
4fa6362c,201,47,6,256.73
04c6f9ef,201,117,8,143.81
86492eec,201,90,8,25.09
b6dc37e8,202,27,7,304.08
4576936a,202,84,9,230.04
20ab16af,202,137,8,514.29
0d44c298,202,63,9,158.85
f9c202b0,202,17,6,312.14
1a567054,203,61,3,353.88
e8c951b3,203,147,8,355.47
e203c3e1,203,84,9,230.04
1e8129c9,203,79,7,289.74
cc4e27d7,203,98,6,598.38
daf979aa,204,38,3,323.52
37fc805e,204,148,8,325.19
ca997f6e,205,112,6,209.57
e68407c5,205,131,7,156.26
d48fbf38,205,16,6,112.75
5ce64d6b,205,1,9,247.17
1513c60f,205,73,1,189.8
609d2be2,206,98,7,598.38
e2dca5e3,206,122,3,206.63
0b011e16,206,93,7,85.6
b7748b97,207,37,8,659.37
7f5dee6f,207,35,2,227.38
cf6994b1,208,47,8,256.73
e9aca606,208,116,7,353.96
50b52a78,208,2,10,616.23
886b3467,208,129,5,254.73
a080e2be,208,94,1,266.93
1a65a2bd,209,37,9,659.37
c5b49cc8,210,23,4,131.11
8c30c3ef,210,20,9,602.66
71467148,210,14,6,
3193003b,210,117,9,143.81
cbb084e5,211,75,3,110.22
b4c24c52,211,78,10,321.17
834540be,211,149,3,234.87
18a71aba,212,22,3,224.4
84a33932,212,72,5,232.02
9b3da299,212,66,1,41.73
a1d0b04b,212,39,8,547.33
cf568bf7,212,61,8,353.88
dad86a63,213,40,8,269.82
06fde996,214,54,10,76.52
ceb0275c,214,68,2,25.46
705c6141,214,122,5,206.63
544a5435,214,137,4,514.29
da812158,215,4,5,39.86
d3a24f89,215,81,9,197.74
2714b425,216,70,6,205.03
8ae04491,216,66,10,41.73
e6962238,216,62,10,663.53
0c3d4859,217,3,2,217.43
5f509b2f,217,27,8,304.08
c1ac746f,218,15,10,440.74
f6f077e6,219,23,10,131.11
521aa973,220,29,3,489.96
9c1b6837,220,20,8,602.66
2c84947d,220,110,6,431.46
16c33dae,220,71,1,485.03
297bd122,220,16,5,112.75
2b6e4452,221,101,3,149.65
8d74e428,221,139,7,562.91
eaa3ca2d,221,114,5,112.98
407265ee,221,147,5,
2e999325,222,69,3,130.35
889d9377,223,123,7,476.54
d80f1042,223,18,9,172.05
28414cc4,223,124,2,476.13
a003cf8e,223,92,6,118.2
a856bf7c,223,24,6,276.31
ab401e30,224,142,1,409.18
0f9daf50,224,77,7,107.21
9e9e92c3,224,92,8,118.2
34704ce6,225,62,8,663.53
bb65e94c,225,79,8,289.74
2ee7750f,226,11,7,175.83
f6576cbc,227,39,10,547.33
5a6d34c0,227,37,8,659.37
3c39c191,227,12,4,249.75
d6c01d36,227,45,1,25.51
06dae570,228,17,2,312.14
30d9f5f3,228,57,2,45.96
5be634db,228,103,6,560.59
5ef2d1cf,228,140,3,94.52
e1af0ac7,228,55,1,294.55
3455113e,229,95,9,124.61
5dbca12e,229,149,1,234.87
8030a7ae,230,125,-2,495.37
2eb6731e,230,23,10,131.11
b2a7303f,230,122,3,206.63
743c14a6,230,134,8,411.75
0d21ff71,231,23,5,
bd987d71,232,93,9,85.6
ea4969e7,233,29,3,489.96
4fe89c82,233,122,8,206.63
d669f4f3,234,65,6,82.75
b8699b63,234,117,1,143.81
340b6c61,234,138,3,347.46
b35d7606,235,149,6,234.87
78d3f33f,236,59,2,333.45
9913f606,236,52,7,635.0
503b47a9,237,56,10,237.91
3b1a5cd0,238,52,6,635.0
b2d6c038,238,16,5,112.75
e1c518b1,239,76,10,272.25
3f06f770,239,44,10,595.46
d6df7cbc,240,122,8,206.63
b18b28ff,240,64,4,319.78
47c210ef,240,39,10,547.33
309289c2,240,12,1,249.75
3757b630,240,130,1,366.73
55979995,241,22,9,224.4
2fd3be98,242,24,1,276.31
ae489754,242,118,10,199.93
30c87ad4,243,48,6,120.58
2f7e3b0e,243,1,2,247.17
ecc4c2c7,244,139,10,562.91
54b83b97,244,21,10,210.5
1a81d46b,244,15,9,440.74
53efb74b,245,11,6,175.83
280f45ff,246,36,6,583.1
ffe1d180,246,123,10,476.54
02d6ba35,246,58,6,504.47
e96fd1bf,246,109,5,662.43
329b836a,246,116,8,353.96
c8c975ca,247,75,8,110.22
63c9d861,247,17,4,312.14
180bb6ef,247,21,7,210.5
cb8a9336,247,20,2,602.66
e4bf2434,247,38,8,323.52
28edc9fd,248,34,8,457.44
ae32c2e4,249,60,9,341.45
271dfab5,249,88,6,366.29
88d9f014,249,136,9,276.4
ce9ac201,250,124,6,476.13
cf1df91f,250,13,3,343.78
3134f939,251,47,3,256.73
632ba932,251,40,3,269.82
437138f5,252,48,4,120.58
eaa1fdc5,252,82,6,336.54
c8ca76a3,253,104,8,112.88
40e037ba,253,82,-3,336.54
5d080ddb,253,130,6,366.73
0a85628f,253,75,10,110.22
e72405dd,253,114,6,112.98
2f67d7f7,254,79,1,289.74
d70b60c0,254,115,6,317.48
e1554809,255,51,1,114.5
12f3bff2,255,23,9,131.11
ec2828b2,255,131,1,156.26
3820c77e,255,38,7,323.52
c8718558,255,73,6,189.8
15de492c,256,107,8,235.92
6a472ef8,257,23,3,131.11
9401621d,257,135,6,156.85
2d9d889f,257,97,-2,356.16
15b187da,257,70,7,205.03
406834aa,258,75,9,110.22
cd6ab7dd,258,78,10,321.17
b30d2f6c,259,68,5,25.46
3baea05d,260,63,1,158.85
bcf96167,260,18,10,172.05
918ce77d,260,145,7,173.53
3003cb1e,261,5,5,84.34
f0f758b4,262,70,6,205.03
2e651b92,262,92,1,118.2
9bf9f505,263,25,10,302.2
3d486ceb,263,81,5,197.74
d36ec4ba,263,93,2,85.6
00141807,263,37,1,659.37
d750c590,263,125,7,495.37
8d8dcf08,264,144,10,111.39
0b7b3d0a,264,137,9,514.29
0cf54afb,265,5,8,84.34
5037b4ab,266,45,5,25.51
96a26baa,266,57,3,45.96
26300c6b,266,59,5,333.45
443e7039,266,21,7,210.5
c00dfd87,266,20,1,602.66
350b9bb9,267,16,8,112.75
d546a2af,268,53,10,350.56
e4118dae,269,149,6,234.87
284374d1,270,18,2,172.05
4d5ec14c,270,136,4,276.4
8fdeda19,270,44,-9,595.46
3499066a,270,55,9,294.55
c546ea29,270,48,8,120.58
f140efd3,271,59,7,333.45
f12fee73,271,32,8,505.23
d81910b0,271,93,5,85.6
322b7076,271,84,8,230.04
104cb060,272,58,9,504.47
fee27863,272,110,4,431.46
6e508be6,272,122,6,206.63
81a994dc,273,22,2,224.4
f70d8326,274,87,4,414.86
f8e2752b,274,32,4,505.23
3cd32917,275,92,8,118.2
a0aaa8bf,275,125,9,495.37
d851e368,275,28,2,211.7
e27a35d4,275,35,1,227.38
2e7e0471,275,18,8,172.05
7c5884aa,276,25,2,302.2
62ae6078,276,127,8,105.14
b250307d,276,126,9,63.86
a6eda525,277,111,2,522.96
98aef0d4,277,97,8,356.16
53c6503f,277,143,5,485.74
5a58b647,277,111,3,522.96
0a43c3c6,277,29,10,489.96
2c1a2953,278,41,9,135.18
bef94e9f,278,97,10,356.16
1258cbe8,278,73,6,189.8
c650ca38,278,33,6,34.52
3e1c9db5,278,7,6,588.01
77d6cc71,279,64,4,319.78
cf516f9c,279,17,5,312.14
35ce8f7a,279,138,6,347.46
eb554fee,280,6,8,94.32
f8efc668,280,97,10,356.16
b00e8867,280,126,2,63.86
1f22a7e1,280,128,9,248.41
5570bca7,280,43,10,143.8
322cae2c,281,55,5,294.55
47663249,282,149,2,234.87
51ec96d3,282,146,9,375.4
75730016,283,111,9,522.96
e68c8bc3,283,65,10,82.75
945d8dc7,283,141,3,350.19
73d2c74e,284,69,9,130.35
21ca2f9c,284,112,10,209.57
1ef59320,284,52,6,635.0
bcae7114,284,77,7,107.21
aa2f9494,284,17,4,312.14
5c10e2f1,285,61,7,353.88
0e60641f,285,8,4,62.66
7def2b87,286,52,3,635.0
b6088458,286,72,9,232.02
3d08ff3f,286,125,1,495.37
3000378c,286,81,10,197.74
0a843b94,287,102,3,451.88
7aa76b5c,287,129,2,254.73
ac21dbf9,287,135,5,156.85
f65f935f,288,100,4,499.43
a7c261fd,288,28,3,211.7
a7b9f58c,288,105,5,27.25
f3e3edfe,289,122,4,206.63
2c254260,290,79,1,289.74
a4e23561,290,9,1,306.24
cb4d9428,290,62,5,663.53
b36ff989,291,137,4,514.29
0f0e9d3a,291,101,5,149.65
